date,climateBar,prices,climate,country
19830502,100,852,2,Kenya
19830503,100,872,2,Kenya
19830504,100,877,2,Kenya
19830505,100,891,2,Kenya
19830506,100,949,2,Kenya
19830507,100,944,2,Kenya
19830508,100,912,2,Kenya
19830509,100,898,2,Kenya
19830510,100,938,2,Kenya
19830511,100,884,2,Kenya
19830512,100,922,2,Kenya
19830513,100,945,2,Kenya
19830514,100,902,2,Kenya
19830515,100,912,2,Kenya
19830516,100,927,2,Kenya
19830517,100,910,2,Kenya
19830518,100,861,2,Kenya
19830519,100,914,2,Kenya
19830520,100,875,2,Kenya
19830521,100,900,2,Kenya
19830522,100,950,2,Kenya
19830523,100,944,2,Kenya
19830524,100,879,2,Kenya
19830525,100,899,2,Kenya
19830526,100,943,2,Kenya
19830527,100,915,2,Kenya
19830528,100,918,2,Kenya
19830529,100,890,2,Kenya
19830530,100,903,2,Kenya
19830531,100,863,2,Kenya
19830601,100,871,2,Kenya
19830602,100,912,2,Kenya
19830603,100,882,2,Kenya
19830604,100,858,2,Kenya
19830605,100,928,2,Kenya
19830606,100,850,2,Kenya
19830607,100,915,2,Kenya
19830608,100,923,2,Kenya
19830609,100,895,2,Kenya
19830610,100,875,2,Kenya
19830611,100,894,2,Kenya
19830612,100,929,2,Kenya
19830613,100,862,2,Kenya
19830614,100,943,2,Kenya
19830615,100,877,2,Kenya
19830616,100,905,2,Kenya
19830617,100,893,2,Kenya
19830618,100,904,2,Kenya
19830619,100,856,2,Kenya
19830620,100,888,2,Kenya
19830621,100,898,2,Kenya
19830622,100,859,2,Kenya
19830623,100,923,2,Kenya
19830624,100,894,2,Kenya
19830625,100,911,2,Kenya
19830626,100,919,2,Kenya
19830627,100,887,2,Kenya
19830628,100,850,2,Kenya
19830629,100,933,2,Kenya
19830630,100,943,2,Kenya
19830701,100,944,0,Kenya
19830702,100,998,0,Kenya
19830703,100,982,0,Kenya
19830704,100,900,0,Kenya
19830705,100,986,0,Kenya
19830706,100,932,0,Kenya
19830707,100,906,0,Kenya
19830708,100,913,0,Kenya
19830709,100,978,0,Kenya
19830710,100,959,0,Kenya
19830711,100,912,0,Kenya
19830712,100,912,0,Kenya
19830713,100,980,0,Kenya
19830714,100,949,0,Kenya
19830715,100,907,0,Kenya
19830716,100,944,0,Kenya
19830717,100,996,0,Kenya
19830718,100,997,0,Kenya
19830719,100,981,0,Kenya
19830720,100,997,0,Kenya
19830721,100,911,0,Kenya
19830722,100,916,0,Kenya
19830723,100,992,0,Kenya
19830724,100,964,0,Kenya
19830725,100,987,0,Kenya
19830726,100,938,0,Kenya
19830727,100,928,0,Kenya
19830728,100,911,0,Kenya
19830729,100,983,0,Kenya
19830730,100,901,0,Kenya
19830731,100,975,0,Kenya
19830801,100,807,1,Kenya
19830802,100,847,1,Kenya
19830803,100,819,1,Kenya
19830804,100,805,1,Kenya
19830805,100,804,1,Kenya
19830806,100,815,1,Kenya
19830807,100,838,1,Kenya
19830808,100,822,1,Kenya
19830809,100,828,1,Kenya
19830810,100,817,1,Kenya
19830811,100,803,1,Kenya
19830812,100,810,1,Kenya
19830813,100,845,1,Kenya
19830814,100,847,1,Kenya
19830815,100,806,1,Kenya
19830816,100,800,1,Kenya
19830817,100,847,1,Kenya
19830818,100,846,1,Kenya
19830819,100,837,1,Kenya
19830820,100,836,1,Kenya
19830821,100,849,1,Kenya
19830822,100,819,1,Kenya
19830823,100,841,1,Kenya
19830824,100,842,1,Kenya
19830825,100,848,1,Kenya
19830826,100,806,1,Kenya
19830827,100,834,1,Kenya
19830828,100,842,1,Kenya
19830829,100,816,1,Kenya
19830830,100,847,1,Kenya
19830831,100,804,1,Kenya
19830901,100,850,1,Kenya
19830902,100,837,1,Kenya
19830903,100,802,1,Kenya
19830904,100,812,1,Kenya
19830905,100,803,1,Kenya
19830906,100,823,1,Kenya
19830907,100,820,1,Kenya
19830908,100,829,1,Kenya
19830909,100,850,1,Kenya
19830910,100,844,1,Kenya
19830911,100,842,1,Kenya
19830912,100,832,1,Kenya
19830913,100,803,1,Kenya
19830914,100,807,1,Kenya
19830915,100,822,1,Kenya
19830916,100,834,1,Kenya
19830917,100,848,1,Kenya
19830918,100,834,1,Kenya
19830919,100,839,1,Kenya
19830920,100,802,1,Kenya
19830921,100,847,1,Kenya
19830922,100,828,1,Kenya
19830923,100,848,1,Kenya
19830924,100,804,1,Kenya
19830925,100,828,1,Kenya
19830926,100,848,1,Kenya
19830927,100,814,1,Kenya
19830928,100,829,1,Kenya
19830929,100,816,1,Kenya
19830930,100,825,1,Kenya
19831001,100,901,2,Kenya
19831002,100,923,2,Kenya
19831003,100,866,2,Kenya
19831004,100,946,2,Kenya
19831005,100,853,2,Kenya
19831006,100,950,2,Kenya
19831007,100,886,2,Kenya
19831008,100,909,2,Kenya
19831009,100,906,2,Kenya
19831010,100,892,2,Kenya
19831011,100,882,2,Kenya
19831012,100,885,2,Kenya
19831013,100,920,2,Kenya
19831014,100,871,2,Kenya
19831015,100,927,2,Kenya
19831016,100,901,2,Kenya
19831017,100,931,2,Kenya
19831018,100,856,2,Kenya
19831019,100,892,2,Kenya
19831020,100,912,2,Kenya
19831021,100,943,2,Kenya
19831022,100,942,2,Kenya
19831023,100,868,2,Kenya
19831024,100,867,2,Kenya
19831025,100,859,2,Kenya
19831026,100,851,2,Kenya
19831027,100,907,2,Kenya
19831028,100,947,2,Kenya
19831029,100,928,2,Kenya
19831030,100,902,2,Kenya
19831031,100,894,2,Kenya
19831101,100,890,2,Kenya
19831102,100,913,2,Kenya
19831103,100,930,2,Kenya
19831104,100,853,2,Kenya
19831105,100,938,2,Kenya
19831106,100,888,2,Kenya
19831107,100,936,2,Kenya
19831108,100,902,2,Kenya
19831109,100,932,2,Kenya
19831110,100,938,2,Kenya
19831111,100,934,2,Kenya
19831112,100,934,2,Kenya
19831113,100,919,2,Kenya
19831114,100,857,2,Kenya
19831115,100,861,2,Kenya
19831116,100,903,2,Kenya
19831117,100,929,2,Kenya
19831118,100,857,2,Kenya
19831119,100,903,2,Kenya
19831120,100,868,2,Kenya
19831121,100,911,2,Kenya
19831122,100,941,2,Kenya
19831123,100,859,2,Kenya
19831124,100,895,2,Kenya
19831125,100,886,2,Kenya
19831126,100,891,2,Kenya
19831127,100,931,2,Kenya
19831128,100,939,2,Kenya
19831129,100,950,2,Kenya
19831130,100,888,2,Kenya
19831201,100,803,1,Kenya
19831202,100,820,1,Kenya
19831203,100,827,1,Kenya
19831204,100,804,1,Kenya
19831205,100,823,1,Kenya
19831206,100,812,1,Kenya
19831207,100,815,1,Kenya
19831208,100,839,1,Kenya
19831209,100,847,1,Kenya
19831210,100,846,1,Kenya
19831211,100,800,1,Kenya
19831212,100,841,1,Kenya
19831213,100,831,1,Kenya
19831214,100,850,1,Kenya
19831215,100,846,1,Kenya
19831216,100,847,1,Kenya
19831217,100,827,1,Kenya
19831218,100,832,1,Kenya
19831219,100,806,1,Kenya
19831220,100,838,1,Kenya
19831221,100,833,1,Kenya
19831222,100,839,1,Kenya
19831223,100,825,1,Kenya
19831224,100,848,1,Kenya
19831225,100,821,1,Kenya
19831226,100,839,1,Kenya
19831227,100,845,1,Kenya
19831228,100,822,1,Kenya
19831229,100,829,1,Kenya
19831230,100,808,1,Kenya
19831231,100,811,1,Kenya
19830101,100,893,2,Libya
19830102,100,878,2,Libya
19830103,100,850,2,Libya
19830104,100,874,2,Libya
19830105,100,868,2,Libya
19830106,100,909,2,Libya
19830107,100,891,2,Libya
19830108,100,918,2,Libya
19830109,100,940,2,Libya
19830110,100,938,2,Libya
19830111,100,882,2,Libya
19830112,100,891,2,Libya
19830113,100,939,2,Libya
19830114,100,931,2,Libya
19830115,100,950,2,Libya
19830116,100,874,2,Libya
19830117,100,927,2,Libya
19830118,100,898,2,Libya
19830119,100,898,2,Libya
19830120,100,912,2,Libya
19830121,100,940,2,Libya
19830122,100,931,2,Libya
19830123,100,907,2,Libya
19830124,100,883,2,Libya
19830125,100,908,2,Libya
19830126,100,890,2,Libya
19830127,100,885,2,Libya
19830128,100,949,2,Libya
19830129,100,909,2,Libya
19830130,100,859,2,Libya
19830131,100,919,2,Libya
19830201,100,940,0,Libya
19830202,100,980,0,Libya
19830203,100,942,0,Libya
19830204,100,947,0,Libya
19830205,100,909,0,Libya
19830206,100,998,0,Libya
19830207,100,944,0,Libya
19830208,100,955,0,Libya
19830209,100,976,0,Libya
19830210,100,987,0,Libya
19830211,100,930,0,Libya
19830212,100,965,0,Libya
19830213,100,941,0,Libya
19830214,100,923,0,Libya
19830215,100,905,0,Libya
19830216,100,932,0,Libya
19830217,100,905,0,Libya
19830218,100,1000,0,Libya
19830219,100,957,0,Libya
19830220,100,959,0,Libya
19830221,100,910,0,Libya
19830222,100,994,0,Libya
19830223,100,989,0,Libya
19830224,100,948,0,Libya
19830225,100,931,0,Libya
19830226,100,973,0,Libya
19830227,100,947,0,Libya
19830228,100,926,0,Libya
19830229,100,929,0,Libya
19830301,100,886,2,Libya
19830302,100,896,2,Libya
19830303,100,907,2,Libya
19830304,100,940,2,Libya
19830305,100,883,2,Libya
19830306,100,933,2,Libya
19830307,100,938,2,Libya
19830308,100,940,2,Libya
19830309,100,894,2,Libya
19830310,100,918,2,Libya
19830311,100,934,2,Libya
19830312,100,919,2,Libya
19830313,100,889,2,Libya
19830314,100,897,2,Libya
19830315,100,944,2,Libya
19830316,100,929,2,Libya
19830317,100,939,2,Libya
19830318,100,945,2,Libya
19830319,100,885,2,Libya
19830320,100,908,2,Libya
19830321,100,925,2,Libya
19830322,100,869,2,Libya
19830323,100,887,2,Libya
19830324,100,948,2,Libya
19830325,100,875,2,Libya
19830326,100,939,2,Libya
19830327,100,923,2,Libya
19830328,100,888,2,Libya
19830329,100,909,2,Libya
19830330,100,931,2,Libya
19830331,100,907,2,Libya
19830401,100,908,0,Libya
19830402,100,955,0,Libya
19830403,100,983,0,Libya
19830404,100,954,0,Libya
19830405,100,912,0,Libya
19830406,100,980,0,Libya
19830407,100,926,0,Libya
19830408,100,963,0,Libya
19830409,100,908,0,Libya
19830410,100,957,0,Libya
19830411,100,917,0,Libya
19830412,100,912,0,Libya
19830413,100,914,0,Libya
19830414,100,903,0,Libya
19830415,100,930,0,Libya
19830416,100,903,0,Libya
19830417,100,958,0,Libya
19830418,100,964,0,Libya
19830419,100,998,0,Libya
19830420,100,951,0,Libya
19830421,100,975,0,Libya
19830422,100,957,0,Libya
19830423,100,965,0,Libya
19830424,100,912,0,Libya
19830425,100,906,0,Libya
19830426,100,943,0,Libya
19830427,100,978,0,Libya
19830428,100,989,0,Libya
19830429,100,948,0,Libya
19830430,100,929,0,Libya
19830501,100,814,1,Libya
19830502,100,827,1,Libya
19830503,100,836,1,Libya
19830504,100,828,1,Libya
19830505,100,802,1,Libya
19830506,100,817,1,Libya
19830507,100,838,1,Libya
19830508,100,811,1,Libya
19830509,100,831,1,Libya
19830510,100,820,1,Libya
19830511,100,847,1,Libya
19830512,100,847,1,Libya
19830513,100,816,1,Libya
19830514,100,842,1,Libya
19830515,100,819,1,Libya
19830516,100,813,1,Libya
19830517,100,830,1,Libya
19830518,100,842,1,Libya
19830519,100,833,1,Libya
19830520,100,834,1,Libya
19830521,100,816,1,Libya
19830522,100,817,1,Libya
19830523,100,812,1,Libya
19830524,100,819,1,Libya
19830525,100,841,1,Libya
19830526,100,819,1,Libya
19830527,100,835,1,Libya
19830528,100,805,1,Libya
19830529,100,825,1,Libya
19830530,100,817,1,Libya
19830531,100,835,1,Libya
19830601,100,877,2,Libya
19830602,100,871,2,Libya
19830603,100,950,2,Libya
19830604,100,911,2,Libya
19830605,100,947,2,Libya
19830606,100,949,2,Libya
19830607,100,934,2,Libya
19830608,100,898,2,Libya
19830609,100,871,2,Libya
19830610,100,900,2,Libya
19830611,100,871,2,Libya
19830612,100,926,2,Libya
19830613,100,948,2,Libya
19830614,100,908,2,Libya
19830615,100,945,2,Libya
19830616,100,896,2,Libya
19830617,100,918,2,Libya
19830618,100,914,2,Libya
19830619,100,882,2,Libya
19830620,100,912,2,Libya
19830621,100,883,2,Libya
19830622,100,949,2,Libya
19830623,100,913,2,Libya
19830624,100,877,2,Libya
19830625,100,936,2,Libya
19830626,100,914,2,Libya
19830627,100,868,2,Libya
19830628,100,879,2,Libya
19830629,100,920,2,Libya
19830630,100,911,2,Libya
19830701,100,948,0,Libya
19830702,100,981,0,Libya
19830703,100,954,0,Libya
19830704,100,986,0,Libya
19830705,100,947,0,Libya
19830706,100,935,0,Libya
19830707,100,903,0,Libya
19830708,100,900,0,Libya
19830709,100,932,0,Libya
19830710,100,935,0,Libya
19830711,100,940,0,Libya
19830712,100,982,0,Libya
19830713,100,1000,0,Libya
19830714,100,1000,0,Libya
19830715,100,977,0,Libya
19830716,100,907,0,Libya
19830717,100,955,0,Libya
19830718,100,961,0,Libya
19830719,100,932,0,Libya
19830720,100,989,0,Libya
19830721,100,956,0,Libya
19830722,100,944,0,Libya
19830723,100,983,0,Libya
19830724,100,970,0,Libya
19830725,100,921,0,Libya
19830726,100,969,0,Libya
19830727,100,962,0,Libya
19830728,100,978,0,Libya
19830729,100,928,0,Libya
19830730,100,902,0,Libya
19830731,100,940,0,Libya
19830801,100,903,0,Libya
19830802,100,972,0,Libya
19830803,100,910,0,Libya
19830804,100,952,0,Libya
19830805,100,912,0,Libya
19830806,100,982,0,Libya
19830807,100,957,0,Libya
19830808,100,993,0,Libya
19830809,100,993,0,Libya
19830810,100,943,0,Libya
19830811,100,947,0,Libya
19830812,100,981,0,Libya
19830813,100,935,0,Libya
19830814,100,954,0,Libya
19830815,100,967,0,Libya
19830816,100,933,0,Libya
19830817,100,991,0,Libya
19830818,100,906,0,Libya
19830819,100,992,0,Libya
19830820,100,994,0,Libya
19830821,100,926,0,Libya
19830822,100,976,0,Libya
19830823,100,920,0,Libya
19830824,100,906,0,Libya
19830825,100,984,0,Libya
19830826,100,909,0,Libya
19830827,100,937,0,Libya
19830828,100,943,0,Libya
19830829,100,952,0,Libya
19830830,100,902,0,Libya
19830831,100,938,0,Libya
19830901,100,878,2,Libya
19830902,100,907,2,Libya
19830903,100,884,2,Libya
19830904,100,912,2,Libya
19830905,100,917,2,Libya
19830906,100,908,2,Libya
19830907,100,917,2,Libya
19830908,100,878,2,Libya
19830909,100,856,2,Libya
19830910,100,869,2,Libya
19830911,100,865,2,Libya
19830912,100,895,2,Libya
19830913,100,861,2,Libya
19830914,100,921,2,Libya
19830915,100,883,2,Libya
19830916,100,903,2,Libya
19830917,100,858,2,Libya
19830918,100,863,2,Libya
19830919,100,949,2,Libya
19830920,100,895,2,Libya
19830921,100,916,2,Libya
19830922,100,898,2,Libya
19830923,100,950,2,Libya
19830924,100,923,2,Libya
19830925,100,923,2,Libya
19830926,100,873,2,Libya
19830927,100,882,2,Libya
19830928,100,942,2,Libya
19830929,100,895,2,Libya
19830930,100,914,2,Libya
19831001,100,989,0,Libya
19831002,100,973,0,Libya
19831003,100,921,0,Libya
19831004,100,970,0,Libya
19831005,100,992,0,Libya
19831006,100,991,0,Libya
19831007,100,984,0,Libya
19831008,100,961,0,Libya
19831009,100,982,0,Libya
19831010,100,929,0,Libya
19831011,100,965,0,Libya
19831012,100,931,0,Libya
19831013,100,961,0,Libya
19831014,100,993,0,Libya
19831015,100,956,0,Libya
19831016,100,926,0,Libya
19831017,100,924,0,Libya
19831018,100,994,0,Libya
19831019,100,907,0,Libya
19831020,100,978,0,Libya
19831021,100,933,0,Libya
19831022,100,982,0,Libya
19831023,100,996,0,Libya
19831024,100,942,0,Libya
19831025,100,952,0,Libya
19831026,100,968,0,Libya
19831027,100,956,0,Libya
19831028,100,937,0,Libya
19831029,100,974,0,Libya
19831030,100,920,0,Libya
19831031,100,909,0,Libya
19831101,100,947,0,Libya
19831102,100,953,0,Libya
19831103,100,992,0,Libya
19831104,100,912,0,Libya
19831105,100,913,0,Libya
19831106,100,989,0,Libya
19831107,100,986,0,Libya
19831108,100,917,0,Libya
19831109,100,962,0,Libya
19831110,100,942,0,Libya
19831111,100,977,0,Libya
19831112,100,918,0,Libya
19831113,100,930,0,Libya
19831114,100,907,0,Libya
19831115,100,918,0,Libya
19831116,100,927,0,Libya
19831117,100,910,0,Libya
19831118,100,967,0,Libya
19831119,100,994,0,Libya
19831120,100,944,0,Libya
19831121,100,910,0,Libya
19831122,100,960,0,Libya
19831123,100,939,0,Libya
19831124,100,967,0,Libya
19831125,100,902,0,Libya
19831126,100,940,0,Libya
19831127,100,934,0,Libya
19831128,100,987,0,Libya
19831129,100,991,0,Libya
19831130,100,958,0,Libya
19831201,100,833,1,Libya
19831202,100,805,1,Libya
19831203,100,837,1,Libya
19831204,100,848,1,Libya
19831205,100,836,1,Libya
19831206,100,821,1,Libya
19831207,100,803,1,Libya
19831208,100,845,1,Libya
19831209,100,808,1,Libya
19831210,100,833,1,Libya
19831211,100,831,1,Libya
19831212,100,825,1,Libya
19831213,100,847,1,Libya
19831214,100,832,1,Libya
19831215,100,809,1,Libya
19831216,100,823,1,Libya
19831217,100,820,1,Libya
19831218,100,807,1,Libya
19831219,100,828,1,Libya
19831220,100,805,1,Libya
19831221,100,822,1,Libya
19831222,100,827,1,Libya
19831223,100,815,1,Libya
19831224,100,835,1,Libya
19831225,100,806,1,Libya
19831226,100,814,1,Libya
19831227,100,806,1,Libya
19831228,100,818,1,Libya
19831229,100,814,1,Libya
19831230,100,836,1,Libya
19831231,100,829,1,Libya
19830101,100,850,1,Rwanda
19830102,100,849,1,Rwanda
19830103,100,821,1,Rwanda
19830104,100,847,1,Rwanda
19830105,100,828,1,Rwanda
19830106,100,831,1,Rwanda
19830107,100,817,1,Rwanda
19830108,100,847,1,Rwanda
19830109,100,843,1,Rwanda
19830110,100,849,1,Rwanda
19830111,100,808,1,Rwanda
19830112,100,827,1,Rwanda
19830113,100,810,1,Rwanda
19830114,100,832,1,Rwanda
19830115,100,839,1,Rwanda
19830116,100,832,1,Rwanda
19830117,100,843,1,Rwanda
19830118,100,818,1,Rwanda
19830119,100,836,1,Rwanda
19830120,100,833,1,Rwanda
19830121,100,808,1,Rwanda
19830122,100,819,1,Rwanda
19830123,100,800,1,Rwanda
19830124,100,819,1,Rwanda
19830125,100,820,1,Rwanda
19830126,100,809,1,Rwanda
19830127,100,840,1,Rwanda
19830128,100,812,1,Rwanda
19830129,100,844,1,Rwanda
19830130,100,846,1,Rwanda
19830131,100,840,1,Rwanda
19830201,100,826,1,Rwanda
19830202,100,821,1,Rwanda
19830203,100,811,1,Rwanda
19830204,100,818,1,Rwanda
19830205,100,842,1,Rwanda
19830206,100,802,1,Rwanda
19830207,100,816,1,Rwanda
19830208,100,821,1,Rwanda
19830209,100,812,1,Rwanda
19830210,100,824,1,Rwanda
19830211,100,805,1,Rwanda
19830212,100,802,1,Rwanda
19830213,100,800,1,Rwanda
19830214,100,836,1,Rwanda
19830215,100,820,1,Rwanda
19830216,100,806,1,Rwanda
19830217,100,849,1,Rwanda
19830218,100,826,1,Rwanda
19830219,100,812,1,Rwanda
19830220,100,820,1,Rwanda
19830221,100,846,1,Rwanda
19830222,100,850,1,Rwanda
19830223,100,822,1,Rwanda
19830224,100,833,1,Rwanda
19830225,100,814,1,Rwanda
19830226,100,838,1,Rwanda
19830227,100,840,1,Rwanda
19830228,100,820,1,Rwanda
19830229,100,823,1,Rwanda
19830301,100,951,0,Rwanda
19830302,100,906,0,Rwanda
19830303,100,959,0,Rwanda
19830304,100,940,0,Rwanda
19830305,100,994,0,Rwanda
19830306,100,956,0,Rwanda
19830307,100,978,0,Rwanda
19830308,100,922,0,Rwanda
19830309,100,934,0,Rwanda
19830310,100,994,0,Rwanda
19830311,100,959,0,Rwanda
19830312,100,928,0,Rwanda
19830313,100,976,0,Rwanda
19830314,100,901,0,Rwanda
19830315,100,976,0,Rwanda
19830316,100,981,0,Rwanda
19830317,100,942,0,Rwanda
19830318,100,915,0,Rwanda
19830319,100,926,0,Rwanda
19830320,100,901,0,Rwanda
19830321,100,966,0,Rwanda
19830322,100,970,0,Rwanda
19830323,100,941,0,Rwanda
19830324,100,997,0,Rwanda
19830325,100,946,0,Rwanda
19830326,100,979,0,Rwanda
19830327,100,904,0,Rwanda
19830328,100,947,0,Rwanda
19830329,100,919,0,Rwanda
19830330,100,919,0,Rwanda
19830331,100,1000,0,Rwanda
19830401,100,929,2,Rwanda
19830402,100,909,2,Rwanda
19830403,100,946,2,Rwanda
19830404,100,868,2,Rwanda
19830405,100,924,2,Rwanda
19830406,100,882,2,Rwanda
19830407,100,924,2,Rwanda
19830408,100,942,2,Rwanda
19830409,100,893,2,Rwanda
19830410,100,921,2,Rwanda
19830411,100,853,2,Rwanda
19830412,100,923,2,Rwanda
19830413,100,948,2,Rwanda
19830414,100,937,2,Rwanda
19830415,100,903,2,Rwanda
19830416,100,874,2,Rwanda
19830417,100,947,2,Rwanda
19830418,100,857,2,Rwanda
19830419,100,860,2,Rwanda
19830420,100,950,2,Rwanda
19830421,100,883,2,Rwanda
19830422,100,934,2,Rwanda
19830423,100,899,2,Rwanda
19830424,100,866,2,Rwanda
19830425,100,909,2,Rwanda
19830426,100,896,2,Rwanda
19830427,100,892,2,Rwanda
19830428,100,921,2,Rwanda
19830429,100,931,2,Rwanda
19830430,100,932,2,Rwanda
19830501,100,943,2,Rwanda
19830502,100,873,2,Rwanda
19830503,100,899,2,Rwanda
19830504,100,911,2,Rwanda
19830505,100,923,2,Rwanda
19830506,100,899,2,Rwanda
19830507,100,876,2,Rwanda
19830508,100,874,2,Rwanda
19830509,100,851,2,Rwanda
19830510,100,899,2,Rwanda
19830511,100,861,2,Rwanda
19830512,100,946,2,Rwanda
19830513,100,880,2,Rwanda
19830514,100,927,2,Rwanda
19830515,100,897,2,Rwanda
19830516,100,881,2,Rwanda
19830517,100,935,2,Rwanda
19830518,100,950,2,Rwanda
19830519,100,869,2,Rwanda
19830520,100,863,2,Rwanda
19830521,100,911,2,Rwanda
19830522,100,947,2,Rwanda
19830523,100,924,2,Rwanda
19830524,100,932,2,Rwanda
19830525,100,860,2,Rwanda
19830526,100,929,2,Rwanda
19830527,100,876,2,Rwanda
19830528,100,916,2,Rwanda
19830529,100,933,2,Rwanda
19830530,100,862,2,Rwanda
19830531,100,931,2,Rwanda
19830601,100,838,1,Rwanda
19830602,100,806,1,Rwanda
19830603,100,830,1,Rwanda
19830604,100,847,1,Rwanda
19830605,100,811,1,Rwanda
19830606,100,809,1,Rwanda
19830607,100,841,1,Rwanda
19830608,100,835,1,Rwanda
19830609,100,824,1,Rwanda
19830610,100,804,1,Rwanda
19830611,100,836,1,Rwanda
19830612,100,817,1,Rwanda
19830613,100,807,1,Rwanda
19830614,100,802,1,Rwanda
19830615,100,836,1,Rwanda
19830616,100,836,1,Rwanda
19830617,100,804,1,Rwanda
19830618,100,818,1,Rwanda
19830619,100,803,1,Rwanda
19830620,100,828,1,Rwanda
19830621,100,817,1,Rwanda
19830622,100,836,1,Rwanda
19830623,100,817,1,Rwanda
19830624,100,805,1,Rwanda
19830625,100,842,1,Rwanda
19830626,100,806,1,Rwanda
19830627,100,805,1,Rwanda
19830628,100,801,1,Rwanda
19830629,100,810,1,Rwanda
19830630,100,806,1,Rwanda
19830701,100,961,0,Rwanda
19830702,100,978,0,Rwanda
19830703,100,955,0,Rwanda
19830704,100,946,0,Rwanda
19830705,100,961,0,Rwanda
19830706,100,964,0,Rwanda
19830707,100,962,0,Rwanda
19830708,100,916,0,Rwanda
19830709,100,943,0,Rwanda
19830710,100,964,0,Rwanda
19830711,100,906,0,Rwanda
19830712,100,991,0,Rwanda
19830713,100,904,0,Rwanda
19830714,100,904,0,Rwanda
19830715,100,917,0,Rwanda
19830716,100,971,0,Rwanda
19830717,100,959,0,Rwanda
19830718,100,966,0,Rwanda
19830719,100,986,0,Rwanda
19830720,100,969,0,Rwanda
19830721,100,949,0,Rwanda
19830722,100,969,0,Rwanda
19830723,100,980,0,Rwanda
19830724,100,950,0,Rwanda
19830725,100,983,0,Rwanda
19830726,100,919,0,Rwanda
19830727,100,946,0,Rwanda
19830728,100,961,0,Rwanda
19830729,100,942,0,Rwanda
19830730,100,916,0,Rwanda
19830731,100,905,0,Rwanda
19830801,100,812,1,Rwanda
19830802,100,840,1,Rwanda
19830803,100,824,1,Rwanda
19830804,100,835,1,Rwanda
19830805,100,847,1,Rwanda
19830806,100,839,1,Rwanda
19830807,100,816,1,Rwanda
19830808,100,815,1,Rwanda
19830809,100,843,1,Rwanda
19830810,100,808,1,Rwanda
19830811,100,820,1,Rwanda
19830812,100,833,1,Rwanda
19830813,100,842,1,Rwanda
19830814,100,817,1,Rwanda
19830815,100,818,1,Rwanda
19830816,100,820,1,Rwanda
19830817,100,810,1,Rwanda
19830818,100,849,1,Rwanda
19830819,100,826,1,Rwanda
19830820,100,808,1,Rwanda
19830821,100,816,1,Rwanda
19830822,100,819,1,Rwanda
19830823,100,834,1,Rwanda
19830824,100,813,1,Rwanda
19830825,100,839,1,Rwanda
19830826,100,800,1,Rwanda
19830827,100,838,1,Rwanda
19830828,100,817,1,Rwanda
19830829,100,836,1,Rwanda
19830830,100,821,1,Rwanda
19830831,100,844,1,Rwanda
19830901,100,896,2,Rwanda
19830902,100,869,2,Rwanda
19830903,100,933,2,Rwanda
19830904,100,862,2,Rwanda
19830905,100,877,2,Rwanda
19830906,100,914,2,Rwanda
19830907,100,851,2,Rwanda
19830908,100,887,2,Rwanda
19830909,100,895,2,Rwanda
19830910,100,855,2,Rwanda
19830911,100,915,2,Rwanda
19830912,100,861,2,Rwanda
19830913,100,853,2,Rwanda
19830914,100,909,2,Rwanda
19830915,100,921,2,Rwanda
19830916,100,895,2,Rwanda
19830917,100,870,2,Rwanda
19830918,100,934,2,Rwanda
19830919,100,892,2,Rwanda
19830920,100,939,2,Rwanda
19830921,100,873,2,Rwanda
19830922,100,895,2,Rwanda
19830923,100,933,2,Rwanda
19830924,100,888,2,Rwanda
19830925,100,878,2,Rwanda
19830926,100,950,2,Rwanda
19830927,100,903,2,Rwanda
19830928,100,884,2,Rwanda
19830929,100,913,2,Rwanda
19830930,100,945,2,Rwanda
19831001,100,817,1,Rwanda
19831002,100,822,1,Rwanda
19831003,100,800,1,Rwanda
19831004,100,842,1,Rwanda
19831005,100,825,1,Rwanda
19831006,100,835,1,Rwanda
19831007,100,803,1,Rwanda
19831008,100,833,1,Rwanda
19831009,100,835,1,Rwanda
19831010,100,836,1,Rwanda
19831011,100,831,1,Rwanda
19831012,100,806,1,Rwanda
19831013,100,804,1,Rwanda
19831014,100,843,1,Rwanda
19831015,100,834,1,Rwanda
19831016,100,822,1,Rwanda
19831017,100,800,1,Rwanda
19831018,100,838,1,Rwanda
19831019,100,850,1,Rwanda
19831020,100,815,1,Rwanda
19831021,100,824,1,Rwanda
19831022,100,832,1,Rwanda
19831023,100,815,1,Rwanda
19831024,100,850,1,Rwanda
19831025,100,839,1,Rwanda
19831026,100,802,1,Rwanda
19831027,100,832,1,Rwanda
19831028,100,807,1,Rwanda
19831029,100,811,1,Rwanda
19831030,100,829,1,Rwanda
19831031,100,811,1,Rwanda
19831101,100,817,1,Rwanda
19831102,100,826,1,Rwanda
19831103,100,841,1,Rwanda
19831104,100,837,1,Rwanda
19831105,100,808,1,Rwanda
19831106,100,850,1,Rwanda
19831107,100,821,1,Rwanda
19831108,100,846,1,Rwanda
19831109,100,842,1,Rwanda
19831110,100,846,1,Rwanda
19831111,100,814,1,Rwanda
19831112,100,837,1,Rwanda
19831113,100,846,1,Rwanda
19831114,100,827,1,Rwanda
19831115,100,822,1,Rwanda
19831116,100,806,1,Rwanda
19831117,100,821,1,Rwanda
19831118,100,832,1,Rwanda
19831119,100,849,1,Rwanda
